Carrier Code,Date (MM/DD/YYYY),Flight Number,Tail Number,Destination Airport,Scheduled departure time,Actual departure time,Scheduled elapsed time (Minutes),Actual elapsed time (Minutes),Departure delay (Minutes),Wheels-off time,Taxi-Out time (Minutes),Delay Carrier (Minutes),Delay Weather (Minutes),Delay National Aviation System (Minutes),Delay Security (Minutes),Delay Late Aircraft Arrival (Minutes)
HA,11/17/2017,0051,N374HA,HNL,10:00,09:58,670,696,-2,10:17,19,24,0,0,0,0
HA,11/17/2018,0051,N399HA,HNL,10:00,09:56,675,666,-4,10:09,13,0,0,0,0,0
HA,11/17/2019,0051,N392HA,HNL,10:00,09:54,675,624,-6,10:09,15,0,0,0,0,0
HA,11/17/2021,0051,N374HA,HNL,10:00,09:58,670,703,-2,10:12,14,31,0,0,0,0
HA,11/17/2022,0051,N390HA,HNL,10:00,09:53,665,688,-7,10:17,24,16,0,0,0,0
HA,11/18/2017,0051,N385HA,HNL,10:00,09:53,670,713,-7,10:17,24,36,0,0,0,0
HA,11/18/2018,0051,N375HA,HNL,10:00,09:55,675,635,-5,10:11,16,0,0,0,0,0
HA,11/18/2019,0051,N396HA,HNL,10:00,09:52,675,664,-8,10:16,24,0,0,0,0,0
HA,11/18/2021,0051,N393HA,HNL,10:00,09:57,670,673,-3,10:13,16,0,0,0,0,0
HA,11/18/2022,0051,N392HA,HNL,10:00,10:00,665,635,0,10:23,23,0,0,0,0,0
HA,11/19/2017,0051,N388HA,HNL,10:00,09:58,670,745,-2,10:38,40,73,0,0,0,0
HA,11/19/2018,0051,N375HA,HNL,10:00,09:56,675,680,-4,10:11,15,0,0,0,0,0
HA,11/19/2019,0051,N388HA,HNL,10:00,09:50,675,668,-10,10:06,16,0,0,0,0,0
HA,11/19/2021,0051,N374HA,HNL,10:00,09:58,670,670,-2,10:16,18,0,0,0,0,0
HA,11/19/2022,0051,N392HA,HNL,10:00,10:11,665,661,11,10:29,18,0,0,0,0,0
HA,11/20/2017,0051,N379HA,HNL,10:00,10:17,670,687,17,10:34,17,34,0,0,0,0
HA,11/20/2018,0051,N361HA,HNL,10:00,09:59,675,677,-1,10:20,21,0,0,0,0,0
HA,11/20/2019,0051,N361HA,HNL,10:00,09:53,675,653,-7,10:13,20,0,0,0,0,0
HA,11/20/2021,0051,N379HA,HNL,10:00,09:55,670,646,-5,10:08,13,0,0,0,0,0
HA,11/20/2022,0051,N378HA,HNL,10:00,10:26,665,665,26,10:43,17,26,0,0,0,0
HA,11/21/2018,0051,N392HA,HNL,10:00,10:00,675,682,0,10:26,26,0,0,0,0,0
HA,11/21/2019,0051,N384HA,HNL,10:00,09:55,675,618,-5,10:11,16,0,0,0,0,0
HA,11/21/2021,0051,N395HA,HNL,10:00,09:57,670,644,-3,10:18,21,0,0,0,0,0
HA,11/21/2022,0051,N392HA,HNL,10:00,09:57,665,632,-3,10:20,23,0,0,0,0,0
HA,11/22/2017,0051,N391HA,HNL,10:00,09:59,670,669,-1,10:17,18,0,0,0,0,0
HA,11/22/2018,0051,N375HA,HNL,10:00,09:56,675,680,-4,10:22,26,0,0,0,0,0
HA,11/22/2019,0051,N379HA,HNL,10:00,09:53,675,607,-7,10:12,19,0,0,0,0,0
HA,11/22/2021,0051,N399HA,HNL,10:00,09:56,670,635,-4,10:12,16,0,0,0,0,0
HA,11/22/2022,0051,N392HA,HNL,10:00,10:09,665,662,9,10:23,14,0,0,0,0,0
HA,11/23/2017,0051,N374HA,HNL,10:00,09:51,670,672,-9,10:05,14,0,0,0,0,0
HA,11/23/2018,0051,N374HA,HNL,10:00,09:56,675,642,-4,10:10,14,0,0,0,0,0
HA,11/23/2019,0051,N379HA,HNL,10:00,09:57,675,600,-3,10:14,17,0,0,0,0,0
HA,11/23/2021,0051,N390HA,HNL,10:00,09:59,670,652,-1,10:18,19,0,0,0,0,0
HA,11/23/2022,0051,N391HA,HNL,10:00,10:38,665,629,38,10:52,14,0,0,0,0,0
HA,11/24/2017,0051,N381HA,HNL,10:00,09:59,670,676,-1,10:16,17,0,0,0,0,0
HA,11/24/2018,0051,N374HA,HNL,10:00,09:54,675,658,-6,10:25,31,0,0,0,0,0
HA,11/24/2019,0051,N384HA,HNL,10:00,09:54,675,643,-6,10:13,19,0,0,0,0,0
HA,11/24/2021,0051,N396HA,HNL,10:00,10:06,670,636,6,10:20,14,0,0,0,0,0
HA,11/24/2022,0051,N379HA,HNL,10:00,09:55,665,651,-5,10:06,11,0,0,0,0,0
HA,11/25/2017,0051,N382HA,HNL,10:00,09:54,670,704,-6,10:18,24,28,0,0,0,0
HA,11/25/2018,0051,N384HA,HNL,10:00,10:01,675,661,1,10:19,18,0,0,0,0,0
HA,11/25/2019,0051,N395HA,HNL,10:00,09:52,675,646,-8,10:13,21,0,0,0,0,0
HA,11/25/2021,0051,N384HA,HNL,10:00,09:58,670,658,-2,10:11,13,0,0,0,0,0
HA,11/25/2022,0051,N373HA,HNL,10:00,09:47,665,670,-13,10:05,18,0,0,0,0,0
HA,11/26/2017,0051,N370HA,HNL,10:00,09:58,670,707,-2,10:20,22,35,0,0,0,0
HA,11/26/2018,0051,N374HA,HNL,10:00,09:59,675,647,-1,10:23,24,0,0,0,0,0
HA,11/26/2019,0051,N374HA,HNL,10:00,09:54,675,656,-6,10:17,23,0,0,0,0,0
HA,11/26/2021,0051,N378HA,HNL,10:00,09:55,670,662,-5,10:20,25,0,0,0,0,0
HA,11/26/2022,0051,N382HA,HNL,10:00,10:49,665,649,49,11:03,14,33,0,0,0,0
HA,11/27/2017,0051,N381HA,HNL,10:00,09:55,670,666,-5,10:10,15,0,0,0,0,0
HA,11/27/2018,0051,N373HA,HNL,10:00,09:53,675,675,-7,10:26,33,0,0,0,0,0
HA,11/27/2019,0051,N390HA,HNL,10:00,09:50,675,634,-10,10:06,16,0,0,0,0,0
HA,11/27/2021,0051,N384HA,HNL,10:00,10:35,670,661,35,10:51,16,26,0,0,0,0
HA,11/27/2022,0051,N370HA,HNL,10:00,09:50,665,676,-10,10:08,18,0,0,0,0,0
HA,11/28/2017,0051,N389HA,HNL,10:00,09:56,670,646,-4,10:16,20,0,0,0,0,0
HA,11/28/2018,0051,N395HA,HNL,10:00,09:57,675,677,-3,10:24,27,0,0,0,0,0
HA,11/28/2019,0051,N389HA,HNL,10:00,10:01,675,699,1,10:17,16,25,0,0,0,0
HA,11/28/2021,0051,N383HA,HNL,10:00,09:54,670,651,-6,10:14,20,0,0,0,0,0
HA,11/28/2022,0051,N379HA,HNL,10:00,09:56,665,671,-4,10:12,16,0,0,0,0,0
HA,11/29/2017,0051,N395HA,HNL,10:00,09:59,670,660,-1,10:16,17,0,0,0,0,0
HA,11/29/2018,0051,N388HA,HNL,10:00,09:53,675,673,-7,10:12,19,0,0,0,0,0
HA,11/29/2019,0051,N383HA,HNL,10:00,09:58,675,681,-2,10:17,19,0,0,0,0,0
HA,11/29/2021,0051,N374HA,HNL,10:00,09:49,670,636,-11,10:06,17,0,0,0,0,0
HA,11/29/2022,0051,N382HA,HNL,10:00,09:57,665,709,-3,10:12,15,41,0,0,0,0
HA,11/30/2017,0051,N388HA,HNL,10:00,10:09,670,673,9,10:25,16,0,0,0,0,0
HA,11/30/2018,0051,N399HA,HNL,10:00,10:00,675,704,0,10:16,16,0,29,0,0,0
HA,11/30/2019,0051,N391HA,HNL,10:00,09:46,675,678,-14,10:21,35,0,0,0,0,0
HA,11/30/2021,0051,N379HA,HNL,10:00,10:11,670,638,11,10:25,14,0,0,0,0,0
HA,11/30/2022,0051,N373HA,HNL,10:00,09:57,665,694,-3,10:15,18,26,0,0,0,0
HA,12-01-2017,0051,N381HA,HNL,10:00,09:59,690,697,-1,10:20,21,0,0,0,0,0
HA,12-01-2018,0051,N374HA,HNL,10:00,09:55,690,672,-5,10:17,22,0,0,0,0,0
HA,12-01-2019,0051,N361HA,HNL,10:00,09:57,685,620,-3,10:23,26,0,0,0,0,0
HA,12-01-2021,0051,N395HA,HNL,10:00,10:00,675,629,0,10:14,14,0,0,0,0,0
HA,12-01-2022,0051,N396HA,HNL,10:00,09:55,665,692,-5,10:21,26,22,0,0,0,0
HA,12-02-2017,0051,N360HA,HNL,10:00,10:09,690,678,9,10:30,21,0,0,0,0,0
HA,12-02-2018,0051,N395HA,HNL,10:00,09:58,690,655,-2,10:18,20,0,0,0,0,0
HA,12-02-2019,0051,N381HA,HNL,10:00,09:55,685,619,-5,10:16,21,0,0,0,0,0
HA,12-02-2021,0051,N374HA,HNL,10:00,09:56,675,655,-4,10:15,19,0,0,0,0,0
HA,12-02-2022,0051,N392HA,HNL,10:00,09:51,670,674,-9,10:13,22,0,0,0,0,0
HA,12-03-2017,0051,N396HA,HNL,10:00,10:00,690,666,0,10:15,15,0,0,0,0,0
HA,12-03-2018,0051,N392HA,HNL,10:00,09:56,690,643,-4,10:16,20,0,0,0,0,0
HA,12-03-2019,0051,N379HA,HNL,10:00,11:04,685,671,64,11:45,41,39,0,0,0,11
HA,12-03-2021,0051,N384HA,HNL,10:00,09:58,675,696,-2,10:23,25,19,0,0,0,0
HA,12-03-2022,0051,N373HA,HNL,10:00,10:14,670,700,14,10:42,28,44,0,0,0,0
HA,12-04-2017,0051,N388HA,HNL,10:00,09:56,690,656,-4,10:11,15,0,0,0,0,0
HA,12-04-2018,0051,N385HA,HNL,10:00,09:52,690,644,-8,10:10,18,0,0,0,0,0
HA,12-04-2019,0051,N374HA,HNL,10:00,10:04,685,675,4,10:17,13,0,0,0,0,0
HA,12-04-2021,0051,N374HA,HNL,10:00,09:57,675,704,-3,10:24,27,26,0,0,0,0
HA,12-04-2022,0051,N396HA,HNL,10:00,09:59,670,724,-1,10:24,25,53,0,0,0,0
HA,12-05-2018,0051,N380HA,HNL,10:00,09:57,690,661,-3,10:18,21,0,0,0,0,0
HA,12-05-2019,0051,N375HA,HNL,10:00,10:04,685,676,4,10:36,32,0,0,0,0,0
HA,12-05-2021,0051,N399HA,HNL,10:00,09:57,675,733,-3,10:12,15,55,0,0,0,0
HA,12-05-2022,0051,N380HA,HNL,10:00,10:05,670,694,5,10:33,28,29,0,0,0,0
HA,12-06-2017,0051,N386HA,HNL,10:00,09:57,690,628,-3,10:12,15,0,0,0,0,0
HA,12-06-2018,0051,N399HA,HNL,10:00,10:00,690,689,0,10:15,15,0,0,0,0,0
HA,12-06-2019,0051,N390HA,HNL,10:00,10:00,685,669,0,10:16,16,0,0,0,0,0
HA,12-06-2021,0051,N375HA,HNL,10:00,09:57,675,681,-3,10:14,17,0,0,0,0,0
HA,12-06-2022,0051,N384HA,HNL,10:00,09:53,670,706,-7,10:15,22,29,0,0,0,0
HA,12-07-2017,0051,N389HA,HNL,10:00,09:55,690,661,-5,10:22,27,0,0,0,0,0
HA,12-07-2018,0051,N361HA,HNL,10:00,09:55,690,723,-5,10:17,22,28,0,0,0,0
HA,12-07-2019,0051,N386HA,HNL,10:00,10:22,685,701,22,11:03,41,32,0,0,0,6
HA,12-07-2021,0051,N399HA,HNL,10:00,09:57,675,687,-3,10:10,13,0,0,0,0,0
HA,12-07-2022,0051,N396HA,HNL,10:00,09:58,670,689,-2,10:18,20,17,0,0,0,0
HA,12-08-2017,0051,N361HA,HNL,10:00,09:56,690,657,-4,10:11,15,0,0,0,0,0
HA,12-08-2018,0051,N360HA,HNL,10:00,09:58,690,691,-2,10:15,17,0,0,0,0,0
HA,12-08-2019,0051,N379HA,HNL,10:00,09:59,685,680,-1,10:17,18,0,0,0,0,0
HA,12-08-2021,0051,N383HA,HNL,10:00,10:06,675,660,6,10:22,16,0,0,0,0,0
HA,12-08-2022,0051,N388HA,HNL,10:00,10:05,670,703,5,10:37,32,38,0,0,0,0
HA,12-09-2017,0051,N361HA,HNL,10:00,10:13,690,680,13,11:00,47,0,0,0,0,0
HA,12-09-2018,0051,N360HA,HNL,10:00,15:57,690,645,357,16:36,39,0,0,0,0,312
HA,12-09-2019,0051,N395HA,HNL,10:00,09:59,685,685,-1,10:33,34,0,0,0,0,0
HA,12-09-2021,0051,N370HA,HNL,10:00,10:10,675,657,10,10:25,15,0,0,0,0,0
HA,12-09-2022,0051,N393HA,HNL,10:00,10:04,670,679,4,10:23,19,0,0,0,0,0
HA,12-10-2017,0051,N382HA,HNL,10:00,10:04,690,667,4,10:20,16,0,0,0,0,0
HA,12-10-2018,0051,N373HA,HNL,10:00,11:32,690,623,92,11:50,18,25,0,0,0,0
HA,12-10-2019,0051,N384HA,HNL,10:00,10:06,685,681,6,10:20,14,0,0,0,0,0
HA,12-10-2021,0051,N378HA,HNL,10:00,09:59,675,646,-1,10:11,12,0,0,0,0,0
HA,12-10-2022,0051,N389HA,HNL,10:00,09:52,670,672,-8,10:08,16,0,0,0,0,0
HA,12-11-2017,0051,N389HA,HNL,10:00,10:07,690,667,7,10:29,22,0,0,0,0,0
HA,12-11-2018,0051,N378HA,HNL,10:00,09:54,690,640,-6,10:14,20,0,0,0,0,0
HA,12-11-2019,0051,N373HA,HNL,10:00,09:56,685,711,-4,10:38,42,22,0,0,0,0
HA,12-11-2021,0051,N396HA,HNL,10:00,10:15,675,663,15,10:34,19,0,0,0,0,0
HA,12-11-2022,0051,N395HA,HNL,10:00,10:05,670,668,5,10:25,20,0,0,0,0,0
HA,12-12-2018,0051,N360HA,HNL,10:00,10:26,690,660,26,10:42,16,0,0,0,0,0
HA,12-12-2019,0051,N386HA,HNL,10:00,09:58,685,685,-2,10:16,18,0,0,0,0,0
HA,12-12-2021,0051,N384HA,HNL,10:00,10:19,675,678,19,10:36,17,22,0,0,0,0
HA,12-12-2022,0051,N392HA,HNL,10:00,10:45,670,646,45,11:01,16,21,0,0,0,0
HA,12/13/2017,0051,N399HA,HNL,10:00,09:59,690,687,-1,10:13,14,0,0,0,0,0
HA,12/13/2018,0051,N380HA,HNL,10:00,10:00,690,665,0,10:21,21,0,0,0,0,0
HA,12/13/2019,0051,N390HA,HNL,10:00,10:47,685,681,47,11:02,15,43,0,0,0,0
HA,12/13/2021,0051,N385HA,HNL,10:00,09:56,675,675,-4,10:14,18,0,0,0,0,0
HA,12/13/2022,0051,N381HA,HNL,10:00,09:57,670,728,-3,10:26,29,55,0,0,0,0
HA,12/14/2017,0051,N391HA,HNL,10:00,10:00,690,685,0,10:44,44,0,0,0,0,0
HA,12/14/2018,0051,N390HA,HNL,10:00,10:00,690,674,0,10:18,18,0,0,0,0,0
HA,12/14/2019,0051,N385HA,HNL,10:00,09:53,685,637,-7,10:10,17,0,0,0,0,0
HA,12/14/2021,0051,N383HA,HNL,10:00,09:56,675,672,-4,10:23,27,0,0,0,0,0
HA,12/14/2022,0051,N389HA,HNL,10:00,10:03,670,653,3,10:23,20,0,0,0,0,0
HA,12/15/2017,0051,N388HA,HNL,10:00,09:57,690,656,-3,10:10,13,0,0,0,0,0
HA,12/15/2018,0051,N390HA,HNL,10:00,10:04,690,652,4,10:19,15,0,0,0,0,0
HA,12/15/2019,0051,N388HA,HNL,10:00,09:53,685,678,-7,10:09,16,0,0,0,0,0
HA,12/15/2021,0051,N391HA,HNL,10:00,10:08,675,659,8,10:26,18,0,0,0,0,0
HA,12/15/2022,0051,N373HA,HNL,10:00,09:59,670,645,-1,10:21,22,0,0,0,0,0
HA,12/16/2017,0051,N395HA,HNL,10:00,10:55,690,671,55,11:11,16,0,0,0,0,36
HA,12/16/2018,0051,N399HA,HNL,10:00,09:51,690,666,-9,10:23,32,0,0,0,0,0
HA,12/16/2019,0051,N374HA,HNL,10:00,09:56,685,688,-4,10:11,15,0,0,0,0,0
HA,12/16/2021,0051,N374HA,HNL,10:00,09:58,675,660,-2,10:19,21,0,0,0,0,0
HA,12/16/2022,0051,N375HA,HNL,10:00,11:03,670,661,63,11:35,32,54,0,0,0,0
HA,12/17/2017,0051,N399HA,HNL,10:00,09:58,690,670,-2,10:19,21,0,0,0,0,0
HA,12/17/2018,0051,N390HA,HNL,10:00,10:01,690,650,1,10:22,21,0,0,0,0,0
HA,12/17/2019,0051,N382HA,HNL,10:00,11:01,685,669,61,11:21,20,45,0,0,0,0
HA,12/17/2020,0051,N393HA,HNL,10:00,09:59,680,631,1439,10:18,19,0,1390,0,0,0
HA,12/17/2021,0051,N379HA,HNL,10:00,10:14,675,0,14,10:32,18,0,0,0,0,0
HA,12/17/2022,0051,N396HA,HNL,10:00,11:01,670,682,61,11:17,16,73,0,0,0,0
HA,12/18/2017,0051,N361HA,HNL,10:00,09:57,690,667,-3,10:14,17,0,0,0,0,0
HA,12/18/2018,0051,N374HA,HNL,10:00,09:57,690,655,-3,10:14,17,0,0,0,0,0
HA,12/18/2019,0051,N392HA,HNL,10:00,09:59,685,704,-1,10:36,37,18,0,0,0,0
HA,12/18/2021,0051,N378HA,HNL,10:00,13:39,675,666,219,14:00,21,20,0,0,0,190
HA,12/18/2022,0051,N381HA,HNL,10:00,10:11,670,695,11,10:33,22,34,0,0,0,2
HA,12/19/2017,0051,N386HA,HNL,10:00,09:57,690,684,-3,10:10,13,0,0,0,0,0
HA,12/19/2018,0051,N399HA,HNL,10:00,10:08,690,675,8,10:26,18,0,0,0,0,0
HA,12/19/2019,0051,N383HA,HNL,10:00,10:01,685,710,1,10:50,49,26,0,0,0,0
HA,12/19/2020,0051,N382HA,HNL,10:00,11:06,680,665,66,12:12,66,51,0,0,0,0
HA,12/19/2021,0051,N395HA,HNL,10:00,10:02,675,666,2,10:18,16,0,0,0,0,0
HA,12/19/2022,0051,N382HA,HNL,10:00,10:08,670,714,8,10:26,18,8,44,0,0,0
HA,12/20/2017,0051,N381HA,HNL,10:00,10:08,690,715,8,10:46,38,25,0,8,0,0
HA,12/20/2018,0051,N386HA,HNL,10:00,10:01,690,674,1,10:27,26,0,0,0,0,0
HA,12/20/2019,0051,N386HA,HNL,10:00,10:01,685,691,1,10:27,26,0,0,0,0,0
HA,12/20/2021,0051,N379HA,HNL,10:00,09:59,675,698,-1,10:21,22,22,0,0,0,0
HA,12/20/2022,0051,N375HA,HNL,10:00,11:59,670,670,119,12:13,14,0,0,0,0,119
HA,12/21/2017,0051,N381HA,HNL,10:00,10:50,690,700,50,11:10,20,10,0,0,0,50
HA,12/21/2018,0051,N385HA,HNL,10:00,10:33,690,660,33,11:00,27,0,0,0,0,0
HA,12/21/2019,0051,N360HA,HNL,10:00,10:07,685,692,7,10:27,20,0,0,0,0,0
HA,12/21/2020,0051,N391HA,HNL,10:00,10:00,680,640,0,10:18,18,0,0,0,0,0
HA,12/21/2021,0051,N384HA,HNL,10:00,09:47,675,698,-13,10:19,32,0,0,0,0,0
HA,12/21/2022,0051,N399HA,HNL,10:00,10:08,670,678,8,10:32,24,8,0,0,0,8
HA,12/22/2017,0051,N383HA,HNL,10:00,10:02,690,711,2,10:21,19,23,0,0,0,0
HA,12/22/2018,0051,N373HA,HNL,10:00,10:06,690,666,6,10:38,32,0,0,0,0,0
HA,12/22/2019,0051,N382HA,HNL,10:00,09:54,685,685,-6,10:18,24,0,0,0,0,0
HA,12/22/2021,0051,N375HA,HNL,10:00,10:54,675,668,54,11:11,17,47,0,0,0,0
HA,12/22/2022,0051,N384HA,HNL,10:00,10:26,670,712,26,10:42,16,68,0,0,0,0
HA,12/23/2017,0051,N374HA,HNL,10:00,10:01,690,703,1,10:34,33,0,0,0,0,0
HA,12/23/2018,0051,N360HA,HNL,10:00,10:05,690,684,5,10:33,28,0,0,0,0,0
HA,12/23/2019,0051,N389HA,HNL,10:00,09:58,685,700,-2,10:10,12,0,0,0,0,0
HA,12/23/2021,0051,N370HA,HNL,10:00,09:57,675,0,-3,10:13,16,0,0,0,0,0
HA,12/23/2022,0051,N381HA,HNL,10:00,10:13,670,660,13,10:33,20,0,0,0,0,0
HA,12/24/2017,0051,N380HA,HNL,10:00,09:57,690,698,-3,10:17,20,0,0,0,0,0
HA,12/24/2018,0051,N395HA,HNL,10:00,09:58,690,664,-2,10:20,22,0,0,0,0,0
HA,12/24/2019,0051,N360HA,HNL,10:00,09:56,685,691,-4,10:16,20,0,0,0,0,0
HA,12/24/2020,0051,N382HA,HNL,10:00,09:59,680,654,-1,10:13,14,0,0,0,0,0
HA,12/24/2021,0051,N393HA,HNL,10:00,10:33,675,663,33,10:53,20,21,0,0,0,0
HA,12/24/2022,0051,N381HA,HNL,10:00,12:05,670,645,125,12:19,14,0,10,0,0,90
HA,12/25/2017,0051,N381HA,HNL,10:00,10:07,690,690,7,10:24,17,0,0,0,0,0
HA,12/25/2018,0051,N384HA,HNL,10:00,09:58,690,687,-2,10:21,23,0,0,0,0,0
HA,12/25/2019,0051,N385HA,HNL,10:00,09:55,685,666,-5,10:09,14,0,0,0,0,0
HA,12/25/2021,0051,N395HA,HNL,10:00,10:00,675,659,0,10:16,16,0,0,0,0,0
HA,12/25/2022,0051,N392HA,HNL,10:00,10:11,670,638,11,10:27,16,0,0,0,0,0
HA,12/26/2017,0051,N361HA,HNL,10:00,09:57,690,718,-3,10:18,21,25,0,0,0,0
HA,12/26/2018,0051,N395HA,HNL,10:00,10:01,690,711,1,10:34,33,22,0,0,0,0
HA,12/26/2019,0051,N370HA,HNL,10:00,09:55,685,659,-5,10:12,17,0,0,0,0,0
HA,12/26/2020,0051,N384HA,HNL,10:00,10:14,680,670,14,10:31,17,0,0,0,0,0
HA,12/26/2021,0051,N384HA,HNL,10:00,09:57,675,689,-3,10:29,32,0,0,0,0,0
HA,12/26/2022,0051,N379HA,HNL,10:00,10:34,670,643,34,10:47,13,0,0,0,0,0
HA,12/27/2017,0051,N373HA,HNL,10:00,09:59,690,726,-1,10:28,29,35,0,0,0,0
HA,12/27/2018,0051,N392HA,HNL,10:00,10:00,690,686,0,10:27,27,0,0,0,0,0
HA,12/27/2019,0051,N392HA,HNL,10:00,10:04,685,674,4,10:23,19,0,0,0,0,0
HA,12/27/2021,0051,N378HA,HNL,10:00,09:54,675,684,-6,10:09,15,0,0,0,0,0
HA,12/27/2022,0051,N370HA,HNL,10:00,10:53,670,636,53,11:15,22,19,0,0,0,0
HA,12/28/2017,0051,N395HA,HNL,10:00,13:18,690,694,198,13:39,21,202,0,0,0,0
HA,12/28/2018,0051,N373HA,HNL,10:00,11:41,690,659,101,12:02,21,70,0,0,0,0
HA,12/28/2019,0051,N384HA,HNL,10:00,10:43,685,665,43,11:00,17,23,0,0,0,0
HA,12/28/2020,0051,N391HA,HNL,10:00,09:59,680,651,-1,10:12,13,0,0,0,0,0
HA,12/28/2021,0051,N382HA,HNL,10:00,09:55,675,672,-5,10:12,17,0,0,0,0,0
HA,12/28/2022,0051,N373HA,HNL,10:00,09:58,670,690,-2,10:45,47,18,0,0,0,0
HA,12/29/2017,0051,N374HA,HNL,10:00,10:58,690,673,58,11:23,25,0,0,0,0,41
HA,12/29/2018,0051,N360HA,HNL,10:00,10:00,690,714,0,10:23,23,24,0,0,0,0
HA,12/29/2019,0051,N360HA,HNL,10:00,09:56,685,627,-4,10:16,20,0,0,0,0,0
HA,12/29/2021,0051,N375HA,HNL,10:00,10:25,675,669,25,10:43,18,19,0,0,0,0
HA,12/29/2022,0051,N384HA,HNL,10:00,09:58,670,653,-2,10:25,27,0,0,0,0,0
HA,12/30/2017,0051,N383HA,HNL,10:00,09:58,690,720,-2,10:44,46,28,0,0,0,0
HA,12/30/2018,0051,N370HA,HNL,10:00,10:00,690,676,0,10:14,14,0,0,0,0,0
HA,12/30/2019,0051,N390HA,HNL,10:00,10:13,685,614,13,10:44,31,0,0,0,0,0
HA,12/30/2021,0051,N379HA,HNL,10:00,10:01,675,671,1,10:18,17,0,0,0,0,0
HA,12/30/2022,0051,N382HA,HNL,10:00,09:59,670,666,-1,10:22,23,0,0,0,0,0
HA,12/31/2017,0051,N389HA,HNL,10:00,10:22,690,660,22,10:38,16,0,0,0,0,0
HA,12/31/2018,0051,N390HA,HNL,10:00,09:56,690,643,-4,10:14,18,0,0,0,0,0
HA,12/31/2019,0051,N385HA,HNL,10:00,09:50,685,609,-10,10:06,16,0,0,0,0,0
HA,12/31/2020,0051,N375HA,HNL,10:00,10:13,680,676,13,10:30,17,0,0,0,0,0
HA,12/31/2021,0051,N378HA,HNL,10:00,09:56,675,676,-4,10:21,25,0,0,0,0,0
HA,12/31/2022,0051,N392HA,HNL,10:00,10:03,670,670,3,10:21,18,0,0,0,0,0
,,,,,,,,,,,,,,,,
 SOURCE: Bureau of Transportation Statistics,,,,,,,,,,,,,,,,
